id,section,type,question,option_1,option_2,option_3,option_4,option_5,option_6,correct_answers,extra_data
310,El Modelo de Indicadores,Fill in the Blanks,Un indicador es una,,,,,,,"[""medición"", ""hecho""]",
311,El Modelo de Indicadores,Fill in the Blanks,Para hacer la medición de un indicador se requiere de un,,,,,,,"[""instrumento""]",
312,El Modelo de Indicadores,Multi-Select,¿Cuáles de las siguientes afirmaciones son VERDADERAS?,Un instrumento de medición es directo cuando consulta una fuente primaria,Un instrumento de medición es indirecto cuando consulta una fuente secundaria,Cada instrumento tiene un nivel de precisión asociado,Los instrumentos de medición son únicos para cada indicador,Solo se deben usar instrumentos de medición que sean precisos,,"[""Un instrumento de medición es directo cuando consulta una fuente primaria"", ""Un instrumento de medición es indirecto cuando consulta una fuente secundaria"", ""Cada instrumento tiene un nivel de precisión asociado""]",
313,El Modelo de Indicadores,Multiple Choice,¿Cuál de las siguientes afirmaciones es falsa?,Aplicar un instrumento para obtener una medida tiene un costo para la empresa,"Si el hecho que se va a medir con un indicador es ambiguo, quiere decir que tiene múltiples interpretaciones posibles","Todos los indicadores de una empresa se deben medir con la misma frecuencia, para que los resultados obtenidos sean comparables",Un indicador puede ser una estructura con mucha información y no solo un valor individual,,,"[""Todos los indicadores de una empresa se deben medir con la misma frecuencia, para que los resultados obtenidos sean comparables""]",
314,El Modelo de Indicadores,True/False,¿La elección de los indicadores de una empresa puede tener impacto sobre el mapa de capacidades?,True,False,,,,,"[""True""]",
315,El Modelo de Indicadores,True/False,¿Todos los indicadores estratégicos y tácticos corresponden a indicadores de logro de la empresa?,True,False,,,,,"[""True""]",
316,El Modelo de Indicadores,True/False,¿Dependiendo del instrumento que se utilice para obtener el valor de un indicador se pueden tener indicadores imprecisos?,True,False,,,,,"[""True""]",
317,El Modelo de Indicadores,True/False,¿Es un error de diseño tener un indicador impreciso?,True,False,,,,,"[""False""]",
318,El Modelo de Indicadores,True/False,¿Para diseñar el modelo de información se debe tener en cuenta el modelo estratégico de la empresa?,True,False,,,,,"[""True""]",
319,El Modelo de Indicadores,True/False,¿Es un error tener un indicador que sólo se puede medir una vez al año?,True,False,,,,,"[""False""]",
320,El Modelo de Indicadores,True/False,¿La inflación del país es un ejemplo de un indicador externo para una empresa?,True,False,,,,,"[""True""]",
321,El Modelo de Indicadores,Multiple Choice,"Para una tienda, ¿cuál de los siguientes indicadores NO se considera estratégico / táctico?",Ventas anuales,Ticket promedio de las ventas,Salario promedio de los empleados de la tienda,Número promedio de clientes en un día,Margen bruto promedio de los productos de la tienda,,"[""Salario promedio de los empleados de la tienda""]",
322,El Modelo de Indicadores,Multiple Choice,"Para una empresa de desarrollo de software, ¿cuál de los siguientes indicadores NO es operativo?",Rotación de empleados por año,Número de líneas de código que desarrolla en promedio un programador,Número de clientes nuevos por año,Porcentaje de empleados certificados,Número de incapacidades de los empleados por mes,,"[""Número de clientes nuevos por año""]",
323,El Modelo de Indicadores,Multiple Choice,"Para una universidad, el indicador que mide el número de estudiantes nuevos matriculados es:",Estratégico,Operativo,Externo,Eso no es un indicador,Difuso,,"[""Estratégico""]",
324,El Modelo de Indicadores,Multi-Select,"En una empresa comercializadora, ¿cuáles de los siguientes son instrumentos que se pueden utilizar para medir la satisfacción de los clientes?",Encuesta a los clientes a la salida de la tienda,Quejas recibidas por las redes sociales de la empresa,Llamadas telefónicas a los clientes recurrentes de la tienda,Ventas promedio de la tienda en el último año,Número de clientes nuevos en el último mes,,"[""Encuesta a los clientes a la salida de la tienda"", ""Quejas recibidas por las redes sociales de la empresa"", ""Llamadas telefónicas a los clientes recurrentes de la tienda""]",
325,Análisis Estratégico Empresarial,Multi-Select,¿Cuáles de las siguientes etapas hacen parte de un proceso de análisis?,Observar,Estudiar y entender,Concluir,Tomar decisiones,Hacer planes,,"[""Observar"", ""Estudiar y entender"", ""Concluir""]",
326,Análisis Estratégico Empresarial,True/False,"¿Para un arquitecto, el objeto de estudio dentro del proceso de análisis corresponde a la empresa y su entorno?",True,False,,,,,"[""True""]",
327,Análisis Estratégico Empresarial,Multiple Choice,Una unidad de análisis (UA) corresponde a:,Un grupo de elementos de una empresa y de su entorno que pueden ser estudiados como un todo porque comparten características en común,Una unidad de negocio de una empresa que va a ser estudiada,Una unidad organizacional de una empresa que va a ser estudiada,Una línea de negocio de una empresa que va a ser estudiada,El grupo de arquitectos encargado del análisis estratégico de una empresa,,"[""Un grupo de elementos de una empresa y de su entorno que pueden ser estudiados como un todo porque comparten características en común""]",
328,Análisis Estratégico Empresarial,Multi-Select,¿Cuáles de los siguientes elementos se consideran componentes del entorno?,Entorno global,Industria o vertical de negocio,Entorno de competencia directa,Análisis PEST,Clima organizacional,,"[""Entorno global"", ""Industria o vertical de negocio"", ""Entorno de competencia directa""]",
329,Análisis Estratégico Empresarial,Multi-Select,¿Cuáles de las siguientes frases son verdaderas?,Una fuerza es algo que puede suceder o que ya está sucediendo en uno de los niveles del entorno de la empresa,Las fuerzas se pueden clasificar en posibles y actuales,Las fuerzas son eventos y condiciones que la empresa no controla,El impacto de una fuerza sobre una empresa siempre es negativo,El impacto de una fuerza sobre una empresa siempre es positivo,,"[""Una fuerza es algo que puede suceder o que ya está sucediendo en uno de los niveles del entorno de la empresa"", ""Las fuerzas se pueden clasificar en posibles y actuales"", ""Las fuerzas son eventos y condiciones que la empresa no controla""]",
330,Análisis Estratégico Empresarial,Fill in the Blanks,Una,,,,,,,"[""fortaleza""]",
331,Análisis Estratégico Empresarial,Fill in the Blanks,Una,,,,,,,"[""amenaza""]",
332,Análisis Estratégico Empresarial,Fill in the Blanks,Una,,,,,,,"[""debilidad""]",
333,Análisis Estratégico Empresarial,Multiple Choice,¿Cuál de las siguientes frases es verdadera?,Un análisis ad-hoc es un análisis diseñado y ejecutado por una empresa a la medida de un problema que ha detectado,Un análisis ad-hoc es una variante de un análisis DOFA,Un análisis ad-hoc corresponde a un análisis desarrollado con una capacidad externa de la empresa,"Un análisis ad-hoc se refiere a un análisis que se desarrolla en dos etapas: en la etapa ""ad"" se adquieren los datos y en la etapa ""hoc"" se consolidan los resultados (higher-order component )",Un análisis ad-hoc solo se puede hacer en empresas del sector financiero,,"[""Un análisis ad-hoc es un análisis diseñado y ejecutado por una empresa a la medida de un problema que ha detectado""]",
334,Análisis Estratégico Empresarial,Multiple Choice,¿Cuál de las siguientes frases es falsa?,La deuda técnica mide el nivel de deterioro (atraso) que tiene el componente de TI dentro de una organización,La deuda técnica se mide en términos de tiempo y de dinero,La deuda técnica estima el costo de pasar de la situación actual (AS-IS) a la situación objetivo (TO-BE),"La deuda técnica cubre las dimensiones de aplicaciones, información e infraestructura de una empresa",,,"[""La deuda técnica estima el costo de pasar de la situación actual (AS-IS) a la situación objetivo (TO-BE)""]",
335,Análisis Estratégico Empresarial,Multiple Choice,¿Cuál de las siguientes NO corresponde a una fuerza de Porter?,Poder de negociación de los clientes,Poder de negociación de los proveedores,Poder de negociación de los canales,Amenaza de nuevos entrantes,Nivel de rivalidad de los competidores,,"[""Poder de negociación de los canales""]",
336,Análisis Estratégico Empresarial,Fill in the Blanks,El,,,,,,,"[""mercado""]",
337,Análisis Estratégico Empresarial,Fill in the Blanks,La,,,,,,,"[""participación"", ""participacion""]",
338,Análisis Estratégico Empresarial,True/False,"¿Los términos ""participación en el mercado"", ""cuota de mercado"" y ""market share"" son sinónimos?",True,False,,,,,"[""True""]",
339,Análisis Estratégico Empresarial,Multiple Choice,¿Cuál de los siguientes nombres no corresponde a uno de los cuadrantes de la matriz BCG?,Interrogación,Estrella,Perro,Vaca,Innovación,,"[""Innovación""]",
340,Análisis Estratégico Empresarial,Multi-Select,Los ejes de la matriz BCG son:,Crecimiento del mercado,Participación en el mercado,Tamaño del mercado,Rentabilidad del mercado,Riesgo de inversión,,"[""Crecimiento del mercado"", ""Participación en el mercado""]",
341,Análisis Estratégico Empresarial,True/False,"Cuando un producto se encuentra en el cuadrante ""estrella"", ¿significa que el producto tiene una alta rentabilidad?",True,False,,,,,"[""False""]",
342,Análisis Estratégico Empresarial,Multi-Select,Los ejes de la curva del ciclo de vida de producto son:,Tamaño del mercado,Tiempo,Crecimiento del mercado,Participación en el mercado,Nivel de riesgo operativo,,"[""Tamaño del mercado"", ""Tiempo""]",
343,Análisis Estratégico Empresarial,Multi-Select,Las etapas por las que pasa un producto dentro de su ciclo de vida son:,Inicio,Crecimiento,Saturación,Declive,Contención,,"[""Inicio"", ""Crecimiento"", ""Saturación"", ""Declive""]",
344,Análisis Estratégico Empresarial,True/False,"¿El análisis PEST se refiere a un análisis Político, Estratégico, Social y Tecnológico?",True,False,,,,,"[""False""]",
345,Análisis Estratégico Empresarial,Fill in the Blanks,Una,,,,,,,"[""ventaja""]",
346,Análisis Estratégico Empresarial,Multiple Choice,¿Cuál de las siguientes afirmaciones es falsa?,Las ventajas pueden ser temporales o sostenibles,Las ventajas pueden ser grandes o pequeñas,"Una ventaja competitiva es una ventaja sostenible, grande y relacionada con aspectos críticos del negocio","De acuerdo con la matriz BCG, las ventajas pueden ser de tipo ratón, de tipo vaca, de tipo estrella o de tipo interrogación",Las ventajas se usan como parte del diseño estratégico de una empresa,,"[""De acuerdo con la matriz BCG, las ventajas pueden ser de tipo ratón, de tipo vaca, de tipo estrella o de tipo interrogación""]",
347,Análisis Estratégico Empresarial,Multi-Select,Las dimensiones de la matriz de las ventajas son:,Fuentes de ventajas,Tamaño de las ventajas,Ventajas competitivas,Ventajas fragmentadas,Nivel de riesgo asociado con las ventajas posibles,,"[""Fuentes de ventajas"", ""Tamaño de las ventajas""]",
348,Análisis Estratégico Empresarial,Multi-Select,¿Cuáles de las siguientes características hacen que una ventaja sea competitiva?,La ventaja es sostenible,La ventaja es grande,La ventaja está relacionada con aspectos críticos del negocio,La ventaja es multidimensional,La ventaja está basada en tecnología,,"[""La ventaja es sostenible"", ""La ventaja es grande"", ""La ventaja está relacionada con aspectos críticos del negocio""]",
349,Análisis Estratégico Empresarial,Multiple Choice,Una ventaja es:,Una superioridad (hacer algo mejor que los competidores) o una condición favorable (tener algo que las demás empresas no tienen),Una oportunidad para una empresa,Un cuadrante de la matriz BCG,Una de las dimensiones de la matriz BCG,Una estrategia de transformación empresarial,,"[""Una superioridad (hacer algo mejor que los competidores) o una condición favorable (tener algo que las demás empresas no tienen)""]",
350,Análisis Estratégico Empresarial,True/False,¿El impacto de una fuerza sobre una empresa siempre es negativo?,True,False,,,,,"[""False""]",
351,Análisis Estratégico Empresarial,Multi-Select,¿Cuáles de los siguientes hechos pueden representar una ventaja para una empresa?,Lo costos de producción son más bajos que los de los competidores,Los tiempos de producción son más bajos que los de los competidores,Hay un alto nivel de fidelidad de los clientes hacia la empresa,El mercado para los productos de la empresa está creciendo,La economía mundial está entrando en un periodo de recesión,,"[""Lo costos de producción son más bajos que los de los competidores"", ""Los tiempos de producción son más bajos que los de los competidores"", ""Hay un alto nivel de fidelidad de los clientes hacia la empresa""]",
352,Análisis Estratégico Empresarial,True/False,¿El análisis de competidores debe incluir las empresas que pueden llegar en un futuro cercano al entorno de competencia directa?,True,False,,,,,"[""True""]",
353,Análisis Estratégico Empresarial,Multiple Choice,Los ejes en el análisis de ciclo de vida de producto son:,Tamaño del mercado / tiempo,Crecimiento del mercado / tiempo,Participación en el mercado / tiempo,Tamaño del mercado / participación en el mercado,Atractivo del mercado / Nivel de riesgo de la industria,,"[""Tamaño del mercado / tiempo""]",
354,Análisis Estratégico Empresarial,True/False,¿Si dentro del análisis de ciclo de vida de producto alguno de ellos se localiza en la etapa de declive debe ser abandonado por la empresa?,True,False,,,,,"[""False""]",
355,Análisis Estratégico Empresarial,True/False,"¿Si en el análisis de ciclo de vida de producto uno de ellos está en la etapa de declive, significa que su rentabilidad es baja?",True,False,,,,,"[""False""]",
356,Análisis Estratégico Empresarial,Multiple Choice,"En el análisis de fuerzas de Porter, ¿cuántas fuerzas se analizan?",5,Depende de la empresa,Depende de la vertical de negocio,Una fuerza por cada unidad de negocio,7,,"[""5""]",
357,Análisis Estratégico Empresarial,True/False,¿La deuda técnica se calcula como el costo de pasar de la situación actual (AS-IS) a la situación objetivo (TO-BE)?,True,False,,,,,"[""False""]",
358,Análisis Estratégico Empresarial,Multiple Choice,Para el análisis de alineación negocio-TI se utiliza como estructura base:,El mapa de capacidades,El modelo estratégico,El modelo de negocio,La arquitectura de TI,La opinión de los distintos stakeholders,,"[""El mapa de capacidades""]",
359,Análisis Estratégico Empresarial,Multi-Select,¿Cuáles de los siguientes análisis empresariales se consideran internos?,Análisis financiero,Análisis de fuerzas de Porter,Análisis de la matriz BCG,Análisis PEST,Análisis de competidores,,"[""Análisis financiero""]",
360,Análisis Estratégico Empresarial,Multiple Choice,¿Cuál de los siguientes metamodelos representa mejor la matriz BCG?,,,,,,,"[""""]",
361,Análisis Estratégico Empresarial,Multi-Select,¿Cuáles de las siguientes afirmaciones son FALSAS?,"En el análisis DOFA, los riesgos operativos son un caso particular de amenazas","En el análisis DOFA, las estrategias de la empresa representan oportunidades","En el análisis DOFA, una fortaleza es una característica actual deexcelencia de la empresa, que puede producir ventajas y favorecer el logro de sus objetivos","En el análisis DOFA, una debilidad es una situación que puede ser causada por las acciones de un competidor","En el análisis DOFA, una debilidad es un característica actual deinsuficiencia de la empresa, que puede dificultar el logro de sus objetivos.",,"[""En el análisis DOFA, los riesgos operativos son un caso particular de amenazas"", ""En el análisis DOFA, las estrategias de la empresa representan oportunidades"", ""En el análisis DOFA, una debilidad es una situación que puede ser causada por las acciones de un competidor""]",
362,Análisis Estratégico Empresarial,Multiple Choice,Para explicar las causas de un problema se usa:,Un diagrama de Ishikawa,Una matriz BCG,Una matriz de análisis,Un diagrama de radar,Un mapa de calor,,"[""Un diagrama de Ishikawa""]",
363,Análisis Estratégico Empresarial,Multi-Select,En el análisis de la matriz SPACE se usan cuáles de las siguientes dimensiones:,Fortaleza financiera,Ventaja competitiva,Atractivo de la industria,Estabilidad del ambiente,Participación en el mercado,,"[""Fortaleza financiera"", ""Ventaja competitiva"", ""Atractivo de la industria"", ""Estabilidad del ambiente""]",
364,Análisis Estratégico Empresarial,Multiple Choice,La matriz SPACE identifica 4 cuadrantes con la posición estratégica más recomendable para una organización. Estos cuadrantes son:,"Conservador, agresivo, defensivo y competitivo","Perro, vaca, estrella e interrogación","Alto, medio, bajo e inexistente","Estratégico, táctico, operativo y funcional","Desarrollo de mercado, diversificación, penetración y abandono",,"[""Conservador, agresivo, defensivo y competitivo""]",
365,Análisis Estratégico Empresarial,Multiple Choice,¿Cuáles son los ejes de análisis de la matriz de McKinsey?,Atractivo de la industria - Fortaleza competitiva de la unidad,Crecimiento del mercado - Participación en el mercado,Crecimiento del mercado - Penetración en el mercado,Desarrollo de mercado - Penetración en el mercado,Fortaleza competitiva de la unidad - Tamaño del mercado,,"[""Atractivo de la industria - Fortaleza competitiva de la unidad""]",
366,Análisis Estratégico Empresarial,Multiple Choice,¿Cuál de los siguientes secciones no hace parte del value proposition canvas?,Producto,Creación de beneficios,Eliminación de dolores,Usos,Barreras e inhibidores,,"[""Barreras e inhibidores""]",
367,Análisis Estratégico Empresarial,Multiple Choice,¿Cuál de los siguientes no es un indicador del comportamiento de clientes?,NPS,Ticket promedio,Client churn rate,CES,Tasa de rotación,,"[""Tasa de rotación""]",
368,Análisis Estratégico Empresarial,Multiple Choice,¿Qué análisis se puede utilizar para establecer si los productos de una empresa satisfacen las necesidades de sus clientes?,Value proposition canvas,Business model canvas,Customer analysis canvas,Strategic client canvas,BCG user canvas,,"[""Value proposition canvas""]",
369,Análisis Estratégico Empresarial,Multi-Select,Un riesgo en una empresa tiene dos características que son importantes en su análisis. Selecciónelas de la siguiente lista:,Frecuencia del suceso asociado con el riesgo,Efecto del suceso asociado con el riesgo,Unidad de negocio en la que se materializa el riesgo,Localización física en la que se materializa el riesgo,Seguros de la empresa asociados con el riesgo,,"[""Frecuencia del suceso asociado con el riesgo"", ""Efecto del suceso asociado con el riesgo""]",
370,Análisis Estratégico Empresarial,True/False,"¿El análisis de la matriz de McKinsey es una técnica de análisis interno, que identifica los productos de la empresa con mayor potencial?",True,False,,,,,"[""False""]",
371,El lenguaje ArchiMate,Multiple Choice,El anterior diagrama de ArchiMate se interpreta como:,La interfaz B expone el servicio A,La interfaz A expone el servicio B,El servicio B se implementa con el proceso A,El diagrama es incorrecto porque la relación está al revés,La aplicación B expone el servicio A,,"[""La interfaz B expone el servicio A""]",
372,El lenguaje ArchiMate,Multiple Choice,El anterior diagrama de ArchiMate se interpreta como:,La aplicación C implementa el servicio A,La aplicación A está desplegada en el servidor C,La actividad A se ejecuta después de proceso C,El evento C inicia el servicio A,La aplicación C soporta el proceso A,,"[""La aplicación C implementa el servicio A""]",
373,El lenguaje ArchiMate,Multiple Choice,El anterior diagrama de ArchiMate se interpreta como:,"El proceso P1 tiene los subprocesos P2, P3 y P4","El servicio P1 tiene los subprocesos P2, P3 y P4","El proceso P1 invoca los servicios P2, P3 y P4",El proceso P1 arranca cuando sucede el evento P2,"El servicio P1 se implementa con los procesos P2, P3 y P4",,"[""El proceso P1 tiene los subprocesos P2, P3 y P4""]",
374,El lenguaje ArchiMate,Multiple Choice,El anterior diagrama de ArchiMate se interpreta como:,El proceso P1 implementa el servicio A,La clase P1 hereda de la clase A,La capacidad P1 hereda de la actividad A,La actividad A se ejecuta después de haber terminado el proceso P1,La aplicación A soporta el proceso P1,,"[""El proceso P1 implementa el servicio A""]",
375,El lenguaje ArchiMate,True/False,"El siguiente elemento de Archimate:

¿se utiliza para representar tanto clientes como cargos de la empresa?",True,False,,,,,"[""True""]",
376,El lenguaje ArchiMate,True/False,"El siguiente elemento de ArchiMate:

¿se utiliza para representar procesos de negocio, procesos internos y procedimientos?",True,False,,,,,"[""True""]",
377,El lenguaje ArchiMate,Multiple Choice,"¿Para representar en ArchiMate que un cliente compra productos a través de una tienda física, ¿cuál sería el mejor diagrama?",,,,,Eso no se puede modelar en Archimate,,"[""""]",
378,El lenguaje ArchiMate,True/False,¿Es posible modelar el mapa de capacidades de una empresa usando ArchiMate?,True,False,,,,,"[""True""]",
379,El lenguaje ArchiMate,Multiple Choice,¿Con cuál de los siguientes elementos de ArchiMate se debe modelar un COTS (Commercial Off-The-Shelf) ?,,,,,,,"[""""]",
380,El lenguaje ArchiMate,True/False,¿Algunos elementos de ArchiMate tienen dos representaciones gráficas?,True,False,,,,,"[""True""]",
381,El lenguaje ArchiMate,True/False,"¿En el lenguaje ArchiMate se pueden modelar tanto elementos de negocio como de tecnología, pero deben estar en puntos de vista distintos?",True,False,,,,,"[""False""]",
382,El lenguaje ArchiMate,True/False,¿Es posible construir el metamodelo del lenguaje ArchiMate?,True,False,,,,,"[""True""]",
383,El lenguaje ArchiMate,Multiple Choice,El siguiente elemento de ArchiMate se usa para representar:,Una capacidad de negocio,Un servicio de negocio,Un proceso de negocio,Un procedimiento,Un canal de monetización,,"[""Una capacidad de negocio""]",
384,El lenguaje ArchiMate,Multiple Choice,El siguiente elemento de ArchiMate se puede usar para representar:,Un servicio de negocio,Una capacidad de negocio,Un canal de relacionamiento,Una forma de monetización,Una acción estratégica,,"[""Un servicio de negocio""]",
385,El lenguaje ArchiMate,Multiple Choice,El siguiente elemento de ArchiMate se usa para representar:,Una aplicación,Un datacenter,Un canal de comunicaciones,Un canal de distribución,Una interfaz,,"[""Una aplicación""]",
386,Arquitectura de TI,True/False,"¿Los términos ""arquitectura TO-BE"" y ""arquitectura objetivo"" son sinónimos?",True,False,,,,,"[""True""]",
387,Arquitectura de TI,Multi-Select,¿Cuáles de las siguientes tecnologías están relacionadas con la implementación de servicios WEB?,REST,SOAP,XBRL,SARLAFT,TOGAF,,"[""REST"", ""SOAP""]",
388,Arquitectura de TI,True/False,"¿El concepto de ""servicio"" es equivalente al concepto de ""interfaz"" que se usa en programación?",True,False,,,,,"[""True""]",
389,Arquitectura de TI,Multi-Select,¿Cuáles de las siguientes afirmaciones son FALSAS?,Arquitectura empresarial = Arquitectura de negocio + Arquitectura de TI,Arquitectura de TI = Arquitectura de información + Arquitectura de aplicaciones + Arquitectura de infraestructura de TI,Arquitectura de TI = Arquitectura de aplicaciones + Gobierno de TI + Función de TI,Arquitectura de TI = Arquitectura de datos + Arquitectura de tecnología,Arquitectura de información = Arquitectura de datos + Gobierno de datos,,"[""Arquitectura de TI = Arquitectura de aplicaciones + Gobierno de TI + Función de TI"", ""Arquitectura de TI = Arquitectura de datos + Arquitectura de tecnología"", ""Arquitectura de información = Arquitectura de datos + Gobierno de datos""]",
390,Arquitectura de TI,Multi-Select,¿Cuáles de los siguientes elementos hacen parte del componente de TI de una organización?,Arquitectura de TI,Gobierno de TI,Función de TI,Mapa de capacidades,Modelo operativo,,"[""Arquitectura de TI"", ""Gobierno de TI"", ""Función de TI""]",
391,Arquitectura de TI,True/False,¿Las aplicaciones hacen parte del modelo de recursos de una empresa?,True,False,,,,,"[""True""]",
392,Arquitectura de TI,True/False,"Dentro del proceso de diseño del componente de TI de una organización, ¿los requerimientos no funcionales se extraen del mapa de capacidades?",True,False,,,,,"[""False""]",
393,Arquitectura de TI,Multiple Choice,"Dentro del proceso de diseño del componente de TI de una organización, los requerimientos funcionales se extraen de:",El mapa de capacidades,Los procesos de negocio,Los procesos internos,El modelo operativo,El modelo estratégico,,"[""El mapa de capacidades""]",
394,Arquitectura de TI,Multiple Choice,La sigla COTS significa:,Commercial Technology System,Company Oriented to Technology Solutions,Commercial Off The Shelf,Cot System,Ninguna de las anteriores,,"[""Commercial Off The Shelf""]",
395,Arquitectura de TI,Multi-Select,"Dentro de la arquitectura de aplicaciones, ¿cuáles de los siguientes elementos se consideran tipos de aplicaciones?",COTS,SAAS,Herramientas,Bases de datos,Data lakes,,"[""COTS"", ""SAAS"", ""Herramientas""]",
396,Arquitectura de TI,Multiple Choice,Un ETL se considera:,Software de conexión entre componentes,Un componente de un ESB,Un módulo de un ERP,Un proceso de un CRM,Un componente para hacer analítica de datos,,"[""Software de conexión entre componentes""]",
397,Arquitectura de TI,Multi-Select,¿Cuáles de los siguientes elementos hacen parte de la arquitectura de información de una empresa?,Bases de datos,Archivo de documentos físicos,Bodegas de datos,Buses de servicios,Portales transaccionales,,"[""Bases de datos"", ""Archivo de documentos físicos"", ""Bodegas de datos""]",
398,Arquitectura de TI,True/False,¿Un manejador de bases de datos hace parte de la arquitectura de infraestructura de TI?,True,False,,,,,"[""True""]",
399,Arquitectura de TI,True/False,¿Los API gateways son componentes que hacen parte de la arquitectura de infraestructura de TI?,True,False,,,,,"[""True""]",
400,Arquitectura de TI,Multi-Select,"Un ""Nodo"" en la arquitectura de infraestructura de Ti se puede materializar en cuáles de los siguientes conceptos:",Un Datacenter,Una nube,Un conector,Una aplicación,Un CMS,,"[""Un Datacenter"", ""Una nube""]",
401,Arquitectura de TI,True/False,¿De los escenarios de negocio (interacción con los clientes) se extraen también requerimientos funcionales?,True,False,,,,,"[""True""]",
402,Arquitectura de TI,True/False,¿Del modelo estratégico se pueden extraer requerimientos no funcionales?,True,False,,,,,"[""True""]",
403,Arquitectura de TI,True/False,¿Los procedimientos asociados con las capacidades de negocio se utilizan para extraer requerimientos funcionales?,True,False,,,,,"[""True""]",
404,Arquitectura de TI,True/False,¿El hardware hace parte de la arquitectura de infraestructura de TI?,True,False,,,,,"[""True""]",
405,Arquitectura de TI,Multiple Choice,¿Cuál de los siguientes elementos NO hace parte de la arquitectura de información?,Información física,Información estructurada,Información no estructurada,Bodegas de datos,Buses de servicios,,"[""Buses de servicios""]",
406,Componentes Tecnológicos,Multi-Select,¿Cuáles de las siguientes NO son funcionalidades de un bus de servicios?,Integrar un conjunto de aplicaciones,Enrutar los mensajes que van de una aplicación a otra,Transformar los formatos de datos entre las aplicaciones que comunica,Almacenar la información de los clientes de una empresa,Almacenar los documentos de una empresa,,"[""Almacenar la información de los clientes de una empresa"", ""Almacenar los documentos de una empresa""]",
407,Componentes Tecnológicos,Multiple Choice,¿Para hacer balanceo de carga se utiliza cuál de los siguientes componentes tecnológicos?,ESB,CRM,ERP,ECM,BAM,,"[""ESB""]",
408,Componentes Tecnológicos,True/False,¿El enrutamiento en un ESB se puede apoyar en un motor de reglas (BRMS)?,True,False,,,,,"[""True""]",
409,Componentes Tecnológicos,Multiple Choice,¿Cuál de las siguientes afirmaciones es FALSA?,Un motor de procesos ejecuta procesos descritos en un lenguaje como BPMN,Un motor de procesos controla el diálogo entre los clientes y las aplicaciones,Un motor de procesos puede utilizar un motor de reglas (BRMS) para definir las condiciones sobre los gateways,Un motor de procesos es el responsable de controlar el ciclo de vida de las aplicaciones,Un motor de procesos se puede utilizar para automatizar un procedimiento,,"[""Un motor de procesos es el responsable de controlar el ciclo de vida de las aplicaciones""]",
410,Componentes Tecnológicos,Multiple Choice,¿Cuál de las siguientes no es una responsabilidad de un ERP?,Contabilidad,Tesorería,Inventarios,Compras,E-commerce,,"[""E-commerce""]",
411,Componentes Tecnológicos,Multiple Choice,¿Cuál de los siguientes componentes tecnológicos se encarga de la administración de la información y de los procesos relacionados con los clientes de una empresa?,CRM,ESB,POS,ECM,BRMS,,"[""CRM""]",
412,Componentes Tecnológicos,True/False,¿Un ERP es el responsable de manejar las campañas de publicidad hacia los clientes y los procesos de fidelización?,True,False,,,,,"[""False""]",
413,Componentes Tecnológicos,Multi-Select,¿Cuáles de las siguientes son responsabilidades de un ECM?,"Manejar toda la información no estructurada de la empresa: documentos, fotos, videos, voz, entre otros","Manejar el ciclo de vida de los documentos, incluida la conservación y la destrucción de los mismos",Manejar la información estructurada de la empresa,Manejar las bodegas de datos de la empresa,Manejar la infraestructura tecnológica de la empresa,,"[""Manejar toda la información no estructurada de la empresa: documentos, fotos, videos, voz, entre otros"", ""Manejar el ciclo de vida de los documentos, incluida la conservación y la destrucción de los mismos""]",
414,Componentes Tecnológicos,Multiple Choice,La principal función de un ESB es:,Soportar la integración de aplicaciones de una empresa,Soportar la interacción de las aplicaciones con los clientes,Soportar la ejecución de los procesos de negocio de una empresa,Soportar los procedimientos de una empresa,Soportar la ejecución de los procesos internos de una empresa,,"[""Soportar la integración de aplicaciones de una empresa""]",
415,Componentes Tecnológicos,Multiple Choice,El componente de software que se instala en las cajas de los almacenes se denomina:,POS,PQR,BPM,PRM,ECM,,"[""POS""]",
416,Componentes Tecnológicos,True/False,¿REST es un protocolo con el que se pueden implementar los servicios que exponen las aplicaciones de una empresa?,True,False,,,,,"[""True""]",
417,Componentes Tecnológicos,Multiple Choice,El componente encargado de almacenar la información no estructurada de una empresa se denomina:,ECM,ERP,CRM,BAM,ESB,,"[""ECM""]",
418,Componentes Tecnológicos,True/False,¿Los ESB siempre se despliegan y ejecutan en una nube pública?,True,False,,,,,"[""False""]",
419,Componentes Tecnológicos,True/False,¿Un ESB es un caso particular de ERP?,True,False,,,,,"[""False""]",
420,Componentes Tecnológicos,True/False,¿En una arquitectura de TI debe haber al menos un ESB?,True,False,,,,,"[""False""]",
